enrollment_id,student_id,course_id,enrollment_date,status
22249,3269,91,2024-03-02,Dropped
22250,2441,228,2021-03-02,Completed
22251,494,96,2023-08-12,Dropped
22252,3190,209,2022-01-06,Completed
22253,8602,81,2024-03-02,Active
22254,7028,65,2023-11-19,Completed
22255,628,231,2024-07-24,Dropped
22256,365,136,2024-07-04,Dropped
22257,8500,38,2023-12-04,Active
22258,6021,167,2023-07-06,Dropped
22259,2284,17,2021-10-13,Active
22260,3276,25,2023-10-10,Active
22261,9945,137,2021-07-01,Dropped
22262,4050,6,2024-10-10,Dropped
22263,171,209,2024-07-05,Dropped
22264,1362,259,2023-06-02,Active
22265,870,279,2024-04-11,Dropped
22266,5764,172,2022-05-10,Active
22267,4320,34,2021-10-27,Completed
22268,9973,227,2021-03-24,Active
22269,3987,99,2021-01-11,Dropped
22270,1638,106,2021-11-13,Completed
22271,5850,229,2021-01-16,Active
22272,6478,202,2021-11-05,Completed
22273,2468,77,2023-06-16,Active
22274,8318,251,2022-08-20,Active
22275,9711,73,2022-03-03,Active
22276,3088,158,2024-01-28,Active
22277,9732,48,2023-11-05,Active
22278,3772,80,2023-10-19,Completed
22279,2687,54,2021-06-24,Completed
22280,1283,34,2022-08-06,Completed
22281,5055,23,2021-11-19,Active
22282,1027,157,2024-11-16,Completed
22283,6112,150,2022-09-29,Completed
22284,1108,244,2023-09-21,Completed
22285,7831,110,2022-04-28,Active
22286,5812,80,2023-03-20,Dropped
22287,3628,27,2021-06-19,Completed
22288,1435,217,2021-09-09,Completed
22289,2154,143,2024-06-25,Completed
22290,530,217,2025-01-10,Dropped
22291,7620,84,2021-10-14,Active
22292,7680,190,2021-07-25,Completed
22293,3974,218,2024-08-18,Dropped
22294,2063,244,2021-05-25,Dropped
22295,5835,20,2024-08-31,Active
22296,8512,120,2023-07-06,Completed
22297,1771,90,2023-10-01,Dropped
22298,4337,95,2021-06-21,Active
22299,2802,34,2022-11-05,Completed
22300,7735,184,2021-08-07,Dropped
22301,1875,211,2021-10-02,Completed
22302,1984,42,2024-02-06,Active
22303,5490,185,2021-07-23,Active
22304,9556,140,2021-11-20,Active
22305,8904,56,2021-09-23,Dropped
22306,5286,115,2024-10-24,Active
22307,1928,297,2023-09-22,Active
22308,9650,143,2024-03-29,Active
22309,445,215,2024-11-10,Completed
22310,8399,226,2021-07-04,Dropped
22311,1691,182,2023-12-10,Active
22312,5548,20,2022-01-08,Completed
22313,4143,279,2024-04-04,Active
22314,3678,171,2023-06-05,Completed
22315,9999,4,2021-07-19,Active
22316,8419,199,2024-08-20,Completed
22317,1913,153,2022-02-20,Active
22318,8317,226,2021-06-18,Active
22319,4022,175,2022-12-11,Dropped
22320,6322,245,2024-05-20,Dropped
22321,2070,55,2024-02-26,Active
22322,9830,241,2024-04-14,Completed
22323,8706,176,2024-11-27,Completed
22324,4684,50,2023-07-09,Active
22325,1965,257,2022-04-11,Completed
22326,8684,1,2024-10-05,Completed
22327,6740,124,2022-01-18,Dropped
22328,3493,89,2021-09-15,Active
22329,9475,128,2022-01-27,Dropped
22330,643,28,2024-09-20,Active
22331,4283,162,2021-02-13,Active
22332,4078,119,2022-09-06,Dropped
22333,83,293,2022-05-17,Dropped
22334,9941,234,2021-07-29,Dropped
22335,5615,71,2022-02-11,Completed
22336,5661,105,2022-03-15,Active
22337,816,178,2024-10-05,Completed
22338,2602,91,2021-05-22,Dropped
22339,59,113,2024-11-23,Active
22340,407,253,2022-06-08,Completed
22341,7992,133,2022-12-04,Dropped
22342,7795,215,2022-09-08,Active
22343,4861,103,2024-05-13,Active
22344,4903,199,2024-05-18,Completed
22345,5648,76,2022-04-07,Completed
22346,5766,230,2024-05-18,Dropped
22347,7342,41,2021-09-14,Dropped
22348,2868,106,2023-09-13,Active
22349,7508,150,2021-04-15,Dropped
22350,8476,294,2021-09-21,Completed
22351,9074,223,2022-12-14,Active
22352,9029,130,2023-11-05,Active
22353,7450,188,2022-03-11,Dropped
22354,9748,94,2021-04-10,Dropped
22355,6510,31,2022-01-14,Completed
22356,5738,223,2022-08-04,Completed
22357,7654,252,2024-04-21,Completed
22358,1353,136,2021-04-17,Dropped
22359,6270,46,2024-06-22,Completed
22360,3162,294,2024-06-14,Active
22361,5611,208,2021-08-05,Active
22362,393,88,2023-03-27,Dropped
22363,9878,181,2022-03-23,Completed
22364,5855,23,2021-12-11,Dropped
22365,1382,175,2021-01-22,Active
22366,5144,192,2021-10-28,Dropped
22367,8273,264,2021-09-17,Active
22368,1292,183,2024-11-16,Completed
22369,5482,240,2024-05-12,Completed
22370,6206,127,2021-12-19,Dropped
22371,7171,31,2023-11-12,Active
22372,95,53,2023-11-25,Dropped
22373,9679,184,2022-03-08,Active
22374,3665,124,2021-04-30,Dropped
22375,4680,219,2022-09-06,Completed
22376,623,74,2024-10-19,Dropped
22377,3795,20,2022-02-24,Dropped
22378,8740,92,2023-08-16,Active
22379,6661,67,2024-04-10,Completed
22380,7944,248,2024-01-09,Completed
22381,2589,75,2022-10-11,Completed
22382,3274,117,2021-08-20,Dropped
22383,4645,218,2023-12-04,Dropped
22384,6184,166,2023-01-05,Completed
22385,1572,117,2023-02-05,Completed
22386,7434,86,2021-12-14,Active
22387,4740,120,2021-03-21,Active
22388,3794,214,2022-05-18,Dropped
22389,4068,175,2023-11-03,Active
22390,3219,74,2021-10-04,Dropped
22391,9572,105,2023-03-02,Completed
22392,5760,180,2024-12-02,Completed
22393,7544,274,2021-07-08,Dropped
22394,6696,21,2022-06-29,Completed
22395,1665,229,2021-07-07,Completed
22396,4891,205,2025-01-25,Active
22397,3383,37,2022-07-16,Completed
22398,71,75,2024-02-05,Active
22399,9366,298,2024-08-14,Dropped
22400,3826,101,2023-11-28,Completed
22401,5742,210,2022-04-30,Active
22402,3043,243,2023-04-04,Active
22403,6125,220,2021-04-29,Completed
22404,9483,282,2021-11-15,Dropped
22405,934,121,2025-01-19,Dropped
22406,3906,130,2024-05-03,Completed
22407,2406,201,2024-10-21,Completed
22408,6299,270,2024-03-22,Active
22409,9503,293,2022-12-14,Dropped
22410,1555,259,2023-06-22,Dropped
22411,2257,28,2023-04-15,Active
22412,5989,254,2022-11-19,Completed
22413,6577,130,2021-03-13,Active
22414,511,3,2023-03-18,Dropped
22415,8131,192,2024-10-02,Completed
22416,3264,138,2023-04-16,Dropped
22417,3093,237,2021-06-13,Completed
22418,4475,3,2024-10-27,Active
22419,3491,55,2024-01-27,Completed
22420,5948,163,2024-12-06,Dropped
22421,6518,30,2023-01-01,Completed
22422,8682,1,2022-02-12,Dropped
22423,7572,21,2024-04-27,Completed
22424,9914,259,2022-07-21,Completed
22425,81,275,2025-01-01,Dropped
22426,5808,105,2023-02-20,Completed
22427,1979,22,2021-01-31,Dropped
22428,3951,249,2024-11-27,Dropped
22429,1813,72,2024-04-22,Dropped
22430,3668,251,2023-02-13,Dropped
22431,9932,225,2021-09-16,Active
22432,5333,142,2024-01-23,Active
22433,1774,209,2022-09-13,Completed
22434,5719,183,2024-04-14,Active
22435,8338,171,2023-12-14,Dropped
22436,906,228,2023-03-08,Completed
22437,2634,131,2021-03-08,Dropped
22438,8802,23,2022-06-02,Dropped
22439,2368,18,2024-01-14,Dropped
22440,5121,132,2023-04-29,Active
22441,4771,147,2023-08-13,Active
22442,5795,97,2022-07-19,Active
22443,3287,156,2021-07-11,Dropped
22444,6857,12,2022-03-11,Active
22445,5033,186,2023-03-02,Completed
22446,7736,172,2022-05-21,Completed
22447,7017,132,2021-02-10,Completed
22448,8773,135,2022-04-02,Dropped
22449,6037,169,2024-11-07,Active
22450,3682,145,2021-12-18,Completed
22451,8688,287,2022-09-08,Dropped
22452,9913,172,2021-11-10,Completed
22453,3303,273,2023-09-08,Completed
22454,2022,204,2022-12-31,Active
22455,7255,206,2021-06-30,Completed
22456,1710,298,2023-12-27,Active
22457,7730,22,2023-06-06,Dropped
22458,8856,253,2021-08-31,Dropped
22459,6470,2,2024-10-15,Completed
22460,9924,76,2024-05-15,Completed
22461,7352,196,2023-05-08,Active
22462,5378,266,2024-02-16,Active
22463,9198,175,2022-10-16,Completed
22464,4829,213,2021-06-22,Dropped
22465,8147,103,2023-12-06,Active
22466,6688,79,2022-11-20,Dropped
22467,5270,222,2023-11-17,Completed
22468,9421,169,2022-10-14,Completed
22469,8323,271,2024-09-03,Completed
22470,267,279,2021-05-22,Dropped
22471,4678,38,2021-12-23,Completed
22472,5897,207,2022-08-24,Completed
22473,8994,160,2025-02-06,Dropped
22474,8267,55,2021-05-14,Dropped
22475,9048,119,2022-11-04,Active
22476,5705,129,2021-08-23,Dropped
22477,1937,2,2025-02-02,Completed
22478,8644,135,2022-10-19,Completed
22479,7068,30,2021-02-25,Active
22480,7656,196,2023-09-23,Dropped
22481,975,36,2021-09-01,Active
22482,5770,78,2024-03-15,Dropped
22483,2805,258,2022-09-07,Active
22484,5072,188,2022-01-20,Completed
22485,9824,106,2023-06-23,Completed
22486,5505,129,2024-05-29,Active
22487,6736,111,2023-10-18,Dropped
22488,1738,269,2024-01-09,Completed
22489,9733,202,2024-06-19,Dropped
22490,4926,279,2021-02-22,Completed
22491,331,26,2024-09-25,Dropped
22492,9504,41,2024-04-27,Dropped
22493,9025,53,2021-12-23,Dropped
22494,163,155,2022-08-08,Active
22495,2107,33,2023-11-02,Completed
22496,4693,205,2023-05-16,Completed
22497,6418,29,2022-05-10,Dropped
22498,1571,144,2021-03-19,Active
22499,2031,108,2023-06-22,Dropped
22500,4249,106,2023-01-23,Active
22501,4382,45,2021-04-20,Active
22502,9764,57,2021-11-19,Active
22503,4417,92,2024-04-11,Completed
22504,972,242,2021-02-26,Active
22505,8136,231,2024-08-06,Completed
22506,5446,202,2021-06-07,Completed
22507,5648,152,2024-07-06,Completed
22508,749,81,2023-11-18,Active
22509,307,9,2022-05-05,Completed
22510,2645,33,2022-01-08,Completed
22511,8381,232,2024-10-02,Completed
22512,8075,294,2022-02-26,Completed
22513,1587,248,2022-10-07,Active
22514,2848,106,2023-04-06,Active
22515,2355,93,2022-09-18,Completed
22516,3595,144,2022-09-13,Active
22517,6456,219,2021-04-22,Dropped
22518,8519,135,2024-11-24,Dropped
22519,1329,119,2021-01-23,Dropped
22520,6725,223,2023-09-28,Completed
22521,5898,148,2025-01-17,Dropped
22522,4374,253,2024-05-08,Active
22523,7122,184,2022-07-03,Dropped
22524,7222,226,2024-04-18,Dropped
22525,9895,68,2021-12-18,Dropped
22526,2571,67,2021-11-23,Dropped
22527,7007,151,2023-12-23,Active
22528,3903,55,2021-12-05,Active
22529,7887,48,2021-07-21,Dropped
22530,5586,156,2021-05-23,Dropped
22531,3329,36,2024-10-30,Dropped
22532,7818,94,2021-06-30,Completed
22533,8626,84,2022-12-20,Completed
22534,9820,44,2022-08-06,Dropped
22535,2908,131,2023-11-09,Completed
22536,2581,286,2021-01-31,Active
22537,126,183,2024-06-23,Completed
22538,673,174,2021-01-27,Completed
22539,2400,45,2023-04-18,Active
22540,81,262,2021-05-19,Dropped
22541,7734,74,2021-04-15,Completed
22542,8694,283,2023-04-01,Completed
22543,6632,69,2022-07-09,Dropped
22544,2617,50,2021-08-15,Completed
22545,9522,40,2024-02-25,Completed
22546,713,151,2023-02-25,Active
22547,436,190,2024-12-01,Completed
22548,5089,253,2022-06-29,Completed
22549,6981,134,2021-04-12,Completed
22550,2005,98,2024-11-13,Completed
22551,9492,107,2023-03-26,Active
22552,5462,139,2022-06-15,Dropped
22553,344,79,2022-01-31,Active
22554,6920,1,2024-02-11,Completed
22555,7842,171,2022-03-23,Completed
22556,4658,196,2021-08-17,Dropped
22557,4037,220,2022-01-26,Dropped
22558,2968,116,2022-06-05,Completed
22559,8085,3,2021-10-06,Active
22560,7608,32,2024-10-25,Dropped
22561,3968,274,2021-05-05,Active
22562,966,163,2022-08-20,Dropped
22563,6652,155,2024-12-10,Active
22564,5693,151,2021-05-16,Active
22565,1548,183,2025-02-05,Active
22566,2368,153,2024-03-01,Dropped
22567,4963,198,2024-07-07,Completed
22568,1237,255,2023-08-25,Dropped
22569,9797,55,2021-01-18,Completed
22570,8626,287,2021-04-03,Completed
22571,2653,192,2024-12-10,Active
22572,5571,193,2023-10-27,Active
22573,3372,207,2023-06-19,Completed
22574,7814,234,2023-05-03,Completed
22575,5037,282,2023-04-14,Active
22576,8952,280,2024-01-14,Active
22577,7643,178,2024-07-16,Dropped
22578,5638,91,2022-03-05,Dropped
22579,8030,188,2021-11-07,Dropped
22580,3802,125,2022-01-23,Dropped
22581,5089,142,2022-11-15,Active
22582,871,89,2023-10-17,Completed
22583,9415,201,2022-06-03,Completed
22584,1365,173,2024-12-12,Active
22585,9530,287,2024-04-16,Active
22586,7032,234,2023-02-27,Active
22587,6495,98,2022-01-27,Active
22588,1348,84,2022-08-24,Dropped
22589,1094,274,2023-02-17,Active
22590,7239,118,2024-01-09,Completed
22591,4941,269,2024-12-29,Active
22592,3649,166,2021-10-18,Completed
22593,1491,125,2023-01-04,Completed
22594,3558,297,2022-03-30,Active
22595,6779,293,2021-12-26,Completed
22596,4834,105,2022-11-14,Active
22597,7752,122,2025-02-02,Dropped
22598,1177,99,2025-01-06,Active
22599,8293,244,2023-06-13,Dropped
22600,9270,190,2025-01-03,Dropped
22601,94,32,2023-04-28,Completed
22602,4535,151,2023-06-21,Completed
22603,7392,1,2023-02-25,Completed
22604,7653,266,2021-09-09,Completed
22605,2008,294,2024-09-22,Completed
22606,7168,138,2021-08-02,Completed
22607,5920,19,2021-07-22,Completed
22608,117,291,2024-01-29,Active
22609,3796,280,2023-04-19,Active
22610,9248,212,2024-11-18,Dropped
22611,4932,264,2023-09-15,Dropped
22612,8844,47,2022-06-25,Active
22613,3223,122,2021-11-04,Dropped
22614,9963,240,2023-05-23,Active
22615,2301,87,2021-11-21,Active
22616,8430,236,2021-12-20,Completed
22617,3303,155,2022-04-15,Active
22618,5287,22,2022-01-11,Dropped
22619,2106,80,2024-03-19,Dropped
22620,2203,293,2022-08-14,Dropped
22621,1200,57,2024-08-02,Completed
22622,4567,220,2022-06-15,Active
22623,206,88,2024-06-01,Active
22624,1894,37,2021-09-29,Dropped
22625,1054,9,2021-03-18,Completed
22626,4644,268,2022-12-24,Active
22627,5779,80,2024-09-07,Completed
22628,6926,46,2023-09-08,Active
22629,5275,31,2024-07-16,Completed
22630,6955,3,2024-06-20,Completed
22631,1740,40,2024-02-27,Completed
22632,8979,165,2022-01-11,Dropped
22633,4295,68,2024-01-18,Active
22634,1671,108,2024-02-07,Active
22635,3592,40,2024-12-12,Dropped
22636,4187,210,2023-09-16,Dropped
22637,6117,125,2024-03-25,Active
22638,5487,161,2023-09-13,Active
22639,3516,72,2023-10-23,Dropped
22640,3068,33,2025-02-03,Active
22641,4350,271,2023-01-05,Active
22642,9195,195,2024-04-25,Completed
22643,1703,133,2021-09-26,Completed
22644,8695,169,2022-11-02,Dropped
22645,6564,43,2021-07-30,Active
22646,4255,289,2022-02-23,Active
22647,9739,109,2023-12-09,Dropped
22648,8202,220,2023-08-19,Active
22649,4845,229,2024-06-05,Dropped
22650,6413,4,2021-07-28,Completed
22651,9852,225,2021-12-13,Completed
22652,3913,298,2024-03-04,Dropped
22653,8730,181,2021-04-27,Completed
22654,3698,187,2022-01-22,Dropped
22655,2387,168,2024-10-26,Active
22656,2791,146,2023-08-10,Active
22657,4617,243,2021-10-19,Dropped
22658,1929,138,2023-11-20,Active
22659,8708,84,2023-04-05,Completed
22660,4276,47,2021-04-30,Dropped
22661,2430,298,2023-10-06,Active
22662,3156,274,2023-10-26,Active
22663,5796,195,2022-04-08,Active
22664,7592,141,2022-07-11,Dropped
22665,4118,149,2021-10-29,Active
22666,1107,217,2024-07-06,Active
22667,1943,288,2024-03-30,Dropped
22668,2835,16,2022-06-10,Active
22669,6045,250,2021-10-16,Dropped
22670,7860,170,2021-02-19,Active
22671,2031,55,2024-10-26,Dropped
22672,507,172,2022-08-22,Dropped
22673,2818,189,2024-12-30,Completed
22674,7893,227,2022-06-21,Completed
22675,77,187,2022-07-05,Dropped
22676,7576,247,2022-07-27,Dropped
22677,4799,147,2024-04-22,Completed
22678,9552,22,2022-11-03,Active
22679,2036,206,2023-07-26,Dropped
22680,8802,285,2021-06-27,Completed
22681,4867,131,2022-03-01,Completed
22682,7232,2,2022-07-05,Active
22683,989,245,2023-07-01,Active
22684,6899,45,2021-04-27,Active
22685,9711,145,2023-04-23,Completed
22686,8898,179,2024-10-11,Dropped
22687,4769,269,2021-06-09,Dropped
22688,4046,230,2024-10-25,Dropped
22689,915,41,2023-07-14,Dropped
22690,223,164,2024-03-15,Completed
22691,5581,58,2021-08-20,Completed
22692,3569,234,2024-08-09,Active
22693,6997,200,2021-07-23,Completed
22694,9065,25,2022-07-10,Active
22695,51,26,2024-05-10,Active
22696,1559,56,2021-10-29,Dropped
22697,6957,179,2023-03-20,Completed
22698,9515,30,2022-05-23,Dropped
22699,9940,71,2024-07-10,Completed
22700,4599,111,2021-02-24,Dropped
22701,9436,64,2021-12-18,Dropped
22702,3917,134,2022-11-03,Active
22703,3318,70,2024-04-13,Active
22704,8738,3,2023-06-09,Completed
22705,963,41,2024-12-04,Active
22706,9,100,2021-03-02,Active
22707,9906,182,2024-12-29,Dropped
22708,5092,116,2021-11-06,Active
22709,7981,23,2022-09-07,Completed
22710,5928,86,2022-12-08,Dropped
22711,9020,275,2023-11-13,Completed
22712,3072,230,2022-03-18,Completed
22713,6240,223,2024-08-31,Dropped
22714,5248,39,2021-01-26,Active
22715,1672,167,2023-12-21,Active
22716,9897,1,2021-08-10,Active
22717,8584,213,2024-03-18,Active
22718,4927,249,2024-02-26,Completed
22719,4568,241,2024-03-31,Active
22720,7285,33,2022-04-02,Completed
22721,2393,59,2022-03-08,Active
22722,2234,234,2024-12-31,Active
22723,240,110,2021-06-02,Dropped
22724,7760,142,2022-09-30,Active
22725,8608,232,2023-11-17,Completed
22726,5932,150,2021-11-27,Completed
22727,5393,133,2021-02-26,Completed
22728,4281,137,2024-08-05,Dropped
22729,9362,68,2023-05-07,Completed
22730,9195,162,2022-02-11,Completed
22731,696,161,2023-04-14,Dropped
22732,8946,148,2024-07-29,Active
22733,982,138,2024-09-10,Active
22734,7266,38,2021-04-07,Dropped
22735,3820,58,2024-02-06,Completed
22736,8334,277,2022-12-30,Dropped
22737,9284,274,2022-08-01,Dropped
22738,939,139,2023-05-30,Dropped
22739,6214,58,2022-01-29,Active
22740,9743,1,2021-05-10,Completed
22741,182,212,2021-07-11,Dropped
22742,9096,121,2023-03-23,Completed
22743,8976,118,2024-01-12,Dropped
22744,7242,132,2022-11-10,Dropped
22745,5032,254,2021-09-11,Dropped
22746,3516,183,2022-05-31,Active
22747,2660,63,2023-07-09,Dropped
22748,8983,287,2024-10-08,Dropped
22749,2449,264,2024-11-14,Completed
22750,5231,184,2022-03-13,Dropped
22751,6474,51,2023-12-13,Completed
22752,5618,123,2022-07-18,Active
22753,9213,86,2024-01-25,Dropped
22754,8010,84,2023-03-04,Dropped
22755,1403,289,2024-08-20,Dropped
22756,1800,28,2022-07-08,Dropped
22757,7119,136,2023-05-26,Dropped
22758,9188,82,2024-02-28,Completed
22759,4812,53,2022-05-12,Active
22760,6367,113,2023-10-27,Dropped
22761,2810,20,2021-10-30,Active
22762,78,14,2023-07-26,Active
22763,2206,217,2023-06-03,Dropped
22764,6095,231,2023-10-14,Completed
22765,9452,86,2023-05-23,Dropped
22766,4895,288,2021-10-19,Completed
22767,2687,179,2024-05-09,Dropped
22768,8707,139,2021-11-23,Completed
22769,9105,196,2021-12-11,Completed
22770,752,199,2022-06-14,Dropped
22771,9216,98,2024-08-25,Active
22772,3723,139,2022-08-22,Dropped
22773,7313,148,2021-03-08,Active
22774,8671,267,2022-04-06,Completed
22775,4307,290,2023-07-17,Dropped
22776,1839,238,2024-04-04,Dropped
22777,9213,78,2022-09-11,Active
22778,5785,267,2021-04-26,Dropped
22779,8016,141,2022-05-27,Dropped
22780,8315,40,2021-12-05,Dropped
22781,5897,257,2023-07-17,Active
22782,5120,38,2021-02-13,Completed
22783,1876,202,2023-09-11,Active
22784,1170,46,2024-12-22,Dropped
22785,7562,158,2021-07-25,Dropped
22786,8939,193,2023-07-12,Dropped
22787,4277,52,2024-02-24,Dropped
22788,4298,191,2024-09-05,Completed
22789,9130,66,2024-03-05,Active
22790,2771,148,2023-07-09,Completed
22791,6523,7,2021-01-22,Dropped
22792,3373,275,2023-06-10,Active
22793,9598,221,2022-09-24,Active
22794,6896,151,2024-07-25,Dropped
22795,101,16,2022-11-17,Dropped
22796,3372,275,2022-04-28,Completed
22797,3946,136,2021-07-21,Dropped
22798,5756,264,2022-09-19,Active
22799,4876,83,2024-08-06,Completed
22800,6629,145,2022-10-30,Active
22801,2393,10,2023-09-14,Dropped
22802,1344,206,2022-02-06,Completed
22803,8922,180,2024-11-02,Dropped
22804,7189,213,2024-11-26,Dropped
22805,8823,242,2022-06-12,Completed
22806,3330,235,2021-10-19,Completed
22807,5579,150,2023-09-10,Active
22808,4462,140,2022-04-25,Dropped
22809,7223,37,2022-01-24,Dropped
22810,4646,247,2024-10-11,Dropped
22811,3461,106,2021-09-18,Dropped
22812,4135,11,2025-01-29,Active
22813,4820,19,2024-04-12,Dropped
22814,8054,61,2021-07-26,Active
22815,4362,12,2021-01-30,Dropped
22816,3006,222,2021-05-29,Completed
22817,9264,34,2024-03-26,Completed
22818,6272,249,2025-01-07,Active
22819,167,106,2022-11-03,Dropped
22820,4021,120,2024-05-26,Active
22821,2123,106,2023-02-22,Dropped
22822,9710,1,2021-05-15,Completed
22823,7380,27,2023-06-08,Active
22824,7957,201,2021-08-15,Active
22825,5013,168,2022-12-15,Completed
22826,7349,214,2023-03-10,Dropped
22827,4677,94,2021-06-17,Dropped
22828,1355,257,2024-02-14,Active
22829,3333,25,2023-11-03,Active
22830,4975,216,2023-10-26,Active
22831,893,287,2023-09-21,Completed
22832,6158,25,2022-11-25,Dropped
22833,1624,80,2023-02-20,Completed
22834,7327,216,2022-07-10,Dropped
22835,5135,227,2022-01-24,Dropped
22836,3935,275,2022-12-18,Active
22837,5387,176,2024-06-29,Active
22838,8769,215,2023-05-07,Dropped
22839,7465,128,2021-10-14,Active
22840,9982,151,2023-08-16,Active
22841,3034,134,2022-02-23,Dropped
22842,8946,209,2021-03-01,Active
22843,9637,247,2022-11-28,Active
22844,8043,62,2022-02-09,Active
22845,2247,180,2024-11-29,Completed
22846,6994,38,2021-11-07,Completed
22847,7597,172,2023-08-04,Dropped
22848,2792,34,2021-11-08,Active
22849,8486,211,2021-05-09,Dropped
22850,5908,72,2023-07-04,Active
22851,8907,3,2022-05-03,Completed
22852,5922,38,2024-03-18,Dropped
22853,3273,121,2023-08-14,Dropped
22854,3353,140,2022-03-02,Completed
22855,4745,190,2021-11-21,Dropped
22856,9358,261,2024-02-20,Active
22857,421,232,2023-12-15,Active
22858,1149,212,2025-01-28,Active
22859,5957,46,2024-09-03,Active
22860,1367,24,2023-04-19,Dropped
22861,5888,19,2024-01-07,Dropped
22862,613,226,2023-11-25,Completed
22863,2103,299,2022-09-16,Completed
22864,8468,256,2021-02-12,Active
22865,2169,277,2021-01-29,Active
22866,5304,71,2022-02-09,Dropped
22867,9790,43,2021-07-22,Dropped
22868,6773,194,2022-06-11,Dropped
22869,4298,153,2023-08-31,Active
22870,3670,126,2023-07-21,Active
22871,9387,291,2024-05-22,Completed
22872,5214,71,2021-05-27,Active
22873,8329,89,2023-10-24,Active
22874,3848,213,2023-03-18,Completed
22875,137,253,2023-04-10,Completed
22876,9473,125,2024-07-02,Active
22877,2742,223,2022-02-01,Active
22878,2449,165,2021-06-18,Dropped
22879,3021,240,2022-04-13,Completed
22880,333,186,2022-03-12,Dropped
22881,7471,133,2024-03-11,Completed
22882,7909,263,2023-10-27,Completed
22883,6441,191,2023-12-06,Active
22884,4931,293,2024-03-09,Dropped
22885,7291,105,2021-07-26,Dropped
22886,2433,205,2023-08-25,Active
22887,8229,23,2021-10-19,Dropped
22888,1830,107,2023-05-05,Completed
22889,2290,52,2021-02-23,Active
22890,1089,284,2024-07-07,Dropped
22891,8001,88,2023-09-11,Dropped
22892,4060,174,2022-01-10,Completed
22893,2026,52,2024-07-15,Completed
22894,9211,272,2022-11-29,Completed
22895,6610,26,2024-11-08,Dropped
22896,1704,282,2021-12-15,Active
22897,665,8,2023-06-11,Active
22898,586,235,2023-12-18,Dropped
22899,5829,106,2024-01-10,Completed
22900,4625,56,2021-06-15,Active
22901,5267,256,2021-09-11,Dropped
22902,1068,33,2023-09-02,Dropped
22903,3147,174,2022-01-06,Active
22904,7952,107,2023-09-05,Active
22905,2626,237,2024-09-30,Active
22906,12,81,2021-03-16,Completed
22907,3114,145,2023-09-19,Active
22908,44,149,2023-03-24,Completed
22909,178,135,2021-07-22,Dropped
22910,9282,122,2024-03-26,Completed
22911,9228,272,2024-12-25,Dropped
22912,6580,27,2023-12-26,Active
22913,1960,222,2024-09-08,Completed
22914,5150,7,2022-09-14,Completed
22915,4043,104,2022-02-20,Active
22916,490,290,2024-04-22,Active
22917,7182,186,2023-03-16,Dropped
22918,6864,278,2023-09-13,Dropped
22919,581,295,2022-01-16,Dropped
22920,6628,117,2023-09-05,Dropped
22921,46,108,2022-09-17,Completed
22922,5369,131,2024-01-18,Completed
22923,9775,116,2024-05-10,Active
22924,6775,246,2022-02-27,Active
22925,549,16,2025-01-27,Completed
22926,7975,43,2023-08-10,Active
22927,1300,60,2024-07-03,Dropped
22928,384,9,2023-07-07,Active
22929,232,15,2022-11-10,Dropped
22930,5231,295,2024-05-27,Dropped
22931,5779,281,2023-01-14,Active
22932,5616,66,2023-09-20,Dropped
22933,1718,261,2021-03-29,Active
22934,5431,266,2024-09-19,Active
22935,4800,52,2024-07-16,Active
22936,9884,20,2024-04-13,Active
22937,8617,285,2022-06-03,Dropped
22938,4366,271,2021-04-06,Completed
22939,8202,64,2022-09-03,Dropped
22940,9557,269,2022-06-05,Completed
22941,7740,97,2023-03-18,Active
22942,9730,189,2023-11-19,Dropped
22943,214,110,2024-10-20,Dropped
22944,7405,299,2023-05-24,Completed
22945,1486,126,2021-12-01,Dropped
22946,9514,36,2022-11-29,Active
22947,5796,243,2022-08-17,Active
22948,7991,273,2023-08-22,Completed
22949,8198,188,2021-03-09,Completed
22950,7055,258,2021-03-02,Active
22951,4498,194,2025-02-04,Dropped
22952,3864,110,2024-07-20,Active
22953,6252,231,2024-08-12,Active
22954,8794,182,2022-12-06,Active
22955,970,128,2023-11-30,Dropped
22956,7385,213,2022-10-15,Dropped
22957,6135,143,2023-08-01,Completed
22958,2304,248,2023-07-08,Dropped
22959,1826,228,2021-09-10,Active
22960,8197,219,2024-11-11,Active
22961,3175,34,2022-12-07,Active
22962,6721,257,2025-02-03,Completed
22963,3898,146,2024-06-06,Completed
22964,2728,172,2022-09-28,Active
22965,4737,133,2024-06-09,Dropped
22966,8653,131,2021-08-10,Active
22967,7482,7,2022-12-11,Dropped
22968,868,220,2022-09-20,Active
22969,599,51,2023-10-18,Completed
22970,3020,228,2023-04-26,Active
22971,7404,139,2023-07-11,Completed
22972,9335,166,2023-07-27,Active
22973,9050,95,2022-05-25,Active
22974,5042,59,2023-04-30,Active
22975,134,249,2023-09-20,Dropped
22976,4247,125,2022-03-22,Dropped
22977,7217,129,2023-11-12,Completed
22978,7875,20,2023-07-15,Active
22979,7126,128,2022-04-14,Dropped
22980,1511,89,2021-08-18,Completed
22981,1747,287,2023-10-31,Dropped
22982,5944,163,2022-09-22,Completed
22983,2767,104,2023-06-03,Dropped
22984,9814,219,2022-01-12,Dropped
22985,7519,245,2021-06-13,Dropped
22986,2741,8,2022-11-16,Active
22987,7912,36,2024-08-14,Active
